node_id,baseline_status_85a5c9a,terminal_status_8546184,transition,classification
tests/test_api/test_a1b_ae_7_interviewing_coding_external_gates.py::test_web_search_still_returns_empty_when_enabled,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_8_icoder_preset_agents.py::test_all_preset_expert_refs_resolve_to_canonical_registry,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_8_icoder_preset_agents.py::test_all_presets_returns_5_in_catalog_order,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_8_icoder_preset_agents.py::test_cdi_preset_red_lines_extend_phase_5_track_d,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_8_icoder_preset_agents.py::test_claim_check_preset_no_auto_submission,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_8_icoder_preset_agents.py::test_corti_agent_card_camelcase_surface,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_8_icoder_preset_agents.py::test_corti_agent_card_experts_use_canonical_key,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_8_icoder_preset_agents.py::test_corti_agent_card_for_unknown_returns_none,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_8_icoder_preset_agents.py::test_forbidden_verdicts_preserved,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_8_icoder_preset_agents.py::test_get_preset_returns_each_expected_key,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_8_icoder_preset_agents.py::test_get_preset_returns_none_for_unknown,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_8_icoder_preset_agents.py::test_medical_coding_preset_delegates_to_correct_pack,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_8_icoder_preset_agents.py::test_medical_coding_preset_no_upcoding,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_8_icoder_preset_agents.py::test_preset_agent_types_distribution,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_8_icoder_preset_agents.py::test_preset_has_at_least_one_expert[icoder-cdi-preset],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_8_icoder_preset_agents.py::test_preset_has_at_least_one_expert[icoder-claim-check-preset],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_8_icoder_preset_agents.py::test_preset_has_at_least_one_expert[icoder-drg-dip-preset],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_8_icoder_preset_agents.py::test_preset_has_at_least_one_expert[icoder-intake-interview-preset],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_8_icoder_preset_agents.py::test_preset_has_at_least_one_expert[icoder-medical-coding-preset],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_8_icoder_preset_agents.py::test_preset_has_primary_expert[icoder-cdi-preset],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_8_icoder_preset_agents.py::test_preset_has_primary_expert[icoder-claim-check-preset],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_8_icoder_preset_agents.py::test_preset_has_primary_expert[icoder-drg-dip-preset],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_8_icoder_preset_agents.py::test_preset_has_primary_expert[icoder-intake-interview-preset],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_8_icoder_preset_agents.py::test_preset_has_primary_expert[icoder-medical-coding-preset],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_8_icoder_preset_agents.py::test_preset_has_required_fields[icoder-cdi-preset],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_8_icoder_preset_agents.py::test_preset_has_required_fields[icoder-claim-check-preset],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_8_icoder_preset_agents.py::test_preset_has_required_fields[icoder-drg-dip-preset],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_8_icoder_preset_agents.py::test_preset_has_required_fields[icoder-intake-interview-preset],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_8_icoder_preset_agents.py::test_preset_has_required_fields[icoder-medical-coding-preset],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_8_icoder_preset_agents.py::test_red_line_enforced_true[human_review_required-icoder-cdi-preset],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_8_icoder_preset_agents.py::test_red_line_enforced_true[human_review_required-icoder-claim-check-preset],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_8_icoder_preset_agents.py::test_red_line_enforced_true[human_review_required-icoder-drg-dip-preset],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_8_icoder_preset_agents.py::test_red_line_enforced_true[human_review_required-icoder-intake-interview-preset],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_8_icoder_preset_agents.py::test_red_line_enforced_true[human_review_required-icoder-medical-coding-preset],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_8_icoder_preset_agents.py::test_red_line_enforced_true[phi_redacted-icoder-cdi-preset],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_8_icoder_preset_agents.py::test_red_line_enforced_true[phi_redacted-icoder-claim-check-preset],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_8_icoder_preset_agents.py::test_red_line_enforced_true[phi_redacted-icoder-drg-dip-preset],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_8_icoder_preset_agents.py::test_red_line_enforced_true[phi_redacted-icoder-intake-interview-preset],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_8_icoder_preset_agents.py::test_red_line_enforced_true[phi_redacted-icoder-medical-coding-preset],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_8_icoder_preset_agents.py::test_red_line_enforced_true[production_writeback_blocked-icoder-cdi-preset],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_8_icoder_preset_agents.py::test_red_line_enforced_true[production_writeback_blocked-icoder-claim-check-preset],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_8_icoder_preset_agents.py::test_red_line_enforced_true[production_writeback_blocked-icoder-drg-dip-preset],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_8_icoder_preset_agents.py::test_red_line_enforced_true[production_writeback_blocked-icoder-intake-interview-preset],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_8_icoder_preset_agents.py::test_red_line_enforced_true[production_writeback_blocked-icoder-medical-coding-preset],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_9_tech_debt_liquidation.py::test_deprecated_notice_present[code_validation],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_9_tech_debt_liquidation.py::test_deprecated_notice_present[compliance_guardrail],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_9_tech_debt_liquidation.py::test_deprecated_notice_present[note_completeness],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_9_tech_debt_liquidation.py::test_external_gate_evaluates_drugbank_licence_required,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_9_tech_debt_liquidation.py::test_external_gate_evaluates_drugbank_licence_satisfied,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_9_tech_debt_liquidation.py::test_external_gate_evaluates_non_gated_expert,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_9_tech_debt_liquidation.py::test_external_gate_evaluates_pubmed_egress_disabled,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_9_tech_debt_liquidation.py::test_external_gate_evaluates_web_search_opt_in_missing,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_9_tech_debt_liquidation.py::test_forbidden_verdicts_preserved,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_9_tech_debt_liquidation.py::test_preset_card_404,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_9_tech_debt_liquidation.py::test_preset_card_emits_corti_section6_camelcase,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_9_tech_debt_liquidation.py::test_preset_detail,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_9_tech_debt_liquidation.py::test_preset_detail_404,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_9_tech_debt_liquidation.py::test_presets_list,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_a1b_ae_9_tech_debt_liquidation.py::test_presets_list_summary_fields,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_auth.py::test_health_check,FAILED,FAILED,FAILED_TO_FAILED,CHANGED
tests/test_api/test_auth.py::test_login_failure,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_auth.py::test_login_success,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_auth.py::test_me_with_token,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_auth.py::test_protected_route_without_token,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_auth.py::test_register,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_auth.py::test_register_duplicate,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_oauth.py::test_create_and_list_clients,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_oauth.py::test_p1_0_capability_partial_intersect,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_oauth.py::test_p1_0_capability_scope_intersect,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_oauth.py::test_p1_0_oauth_client_ttl_cap_to_config,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_oauth.py::test_p1_0_realm_discovery_doc,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_oauth.py::test_p1_0_realm_routed_token_url,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_oauth.py::test_p1_0_reject_unauthorised_realm_token,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_oauth.py::test_p1_0_short_lived_token_default,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_oauth.py::test_p1_0_tenant_header_mismatch_with_jwt,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_oauth.py::test_p1_0_tenant_header_passthrough_local_mode,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_oauth.py::test_p1_0_tenant_header_x_alias,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_oauth.py::test_token_endpoint_invalid_client,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_oauth.py::test_token_endpoint_missing_grant_type,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_oauth.py::test_unsupported_grant_type,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_oauth_audit_rejection.py::test_audit_event_captures_source_ip_and_user_agent,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_oauth_audit_rejection.py::test_realm_token_endpoint_invalid_client_emits_audit,FAILED,FAILED,FAILED_TO_FAILED,CHANGED
tests/test_api/test_oauth_audit_rejection.py::test_successful_auth_does_not_emit_rejection_audit,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_oauth_audit_rejection.py::test_token_endpoint_inactive_client_emits_audit,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_oauth_audit_rejection.py::test_token_endpoint_invalid_client_emits_audit,FAILED,FAILED,FAILED_TO_FAILED,CHANGED
tests/test_api/test_oauth_audit_rejection.py::test_token_endpoint_secret_mismatch_emits_audit,FAILED,FAILED,FAILED_TO_FAILED,CHANGED
tests/test_api/test_phase4f2_a2a_compatible.py::test_f2_1_unified_endpoint_constructs_a2a_envelope,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase4f2_a2a_compatible.py::test_f2_2_medical_coding_default_runtime_is_corti_like_fast,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase4f2_a2a_compatible.py::test_f2_3_a2a_message_send_defaults_to_corti_like_fast,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase4f2_a2a_compatible.py::test_f2_4_explicit_medcoder_deep_routes_to_medcoder,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase4f2_a2a_compatible.py::test_f2_5_trace_events_persisted_and_retrievable,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase4f2_a2a_compatible.py::test_f2_6_unknown_agent_returns_structured_error,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase4f3_core_agent_smoke.py::test_f3_1_evidence_extractor_returns_structured_envelope,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase4f3_core_agent_smoke.py::test_f3_2_principal_diagnosis_review_returns_structured_envelope,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase4f3_core_agent_smoke.py::test_f3_3_drg_analyzer_returns_structured_envelope,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase4f3_core_agent_smoke.py::test_f3_4_discharge_summary_structuring_returns_structured_envelope,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase4f3_core_agent_smoke.py::test_f3_5_runtime_mode_is_a2a_pure_llm[discharge-summary-structuring-discharge_summary_case.json],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase4f3_core_agent_smoke.py::test_f3_5_runtime_mode_is_a2a_pure_llm[drg-analyzer-drg_dip_risk_case.json],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase4f3_core_agent_smoke.py::test_f3_5_runtime_mode_is_a2a_pure_llm[evidence-extractor-coding_evidence_case.json],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase4f3_core_agent_smoke.py::test_f3_5_runtime_mode_is_a2a_pure_llm[principal-diagnosis-review-principal_dx_review_case.json],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase4f3_core_agent_smoke.py::test_f3_6_latency_under_30s[discharge-summary-structuring-discharge_summary_case.json],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase4f3_core_agent_smoke.py::test_f3_6_latency_under_30s[drg-analyzer-drg_dip_risk_case.json],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase4f3_core_agent_smoke.py::test_f3_6_latency_under_30s[evidence-extractor-coding_evidence_case.json],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase4f3_core_agent_smoke.py::test_f3_6_latency_under_30s[principal-diagnosis-review-principal_dx_review_case.json],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase4f3_core_agent_smoke.py::test_f3_7_trace_events_persisted_and_retrievable,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase4f3_core_agent_smoke.py::test_f3_8_trace_retrievable_for_all_p0_agents[discharge-summary-structuring-discharge_summary_case.json],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase4f3_core_agent_smoke.py::test_f3_8_trace_retrievable_for_all_p0_agents[drg-analyzer-drg_dip_risk_case.json],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase4f3_core_agent_smoke.py::test_f3_8_trace_retrievable_for_all_p0_agents[evidence-extractor-coding_evidence_case.json],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase4f3_core_agent_smoke.py::test_f3_8_trace_retrievable_for_all_p0_agents[principal-diagnosis-review-principal_dx_review_case.json],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase4f3_core_agent_smoke.py::test_f3_9_unknown_non_medical_coding_agent_returns_structured_error,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase4f_agent_run.py::test_empty_input_text_returns_structured_error,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase4f_agent_run.py::test_error_response_has_all_required_fields,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase4f_agent_run.py::test_error_response_trace_url_is_deep_link,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase4f_agent_run.py::test_hub_endpoint_returns_v13_fields,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase4f_agent_run.py::test_hub_medical_coding_agent_has_runtime_modes,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase4f_agent_run.py::test_medical_coding_agent_medcoder_deep_mode,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase4f_agent_run.py::test_medical_coding_agent_routes_to_coding_runtime,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase4f_agent_run.py::test_missing_input_field_returns_422,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase4f_agent_run.py::test_unknown_agent_id_returns_structured_error,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase4f_agent_run.py::test_unknown_runtime_mode_falls_back_to_fast,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase4f_smoke.py::test_p0_coding_evidence,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase4f_smoke.py::test_p0_drg_dip_risk_review,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase4f_smoke.py::test_p0_medical_coding_t12,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase4f_smoke.py::test_p0_principal_dx_review,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase4g_live_cost_api_client.py::test_g1_cost_field_present_in_unified_response,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase4g_live_cost_api_client.py::test_g2_api_client_id_accepted_in_request_body,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase4g_live_cost_api_client.py::test_g2_api_client_id_recorded_in_trace_metadata,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase4g_live_cost_api_client.py::test_g2_no_api_client_id_yields_empty_string_in_trace,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase4g_live_cost_api_client.py::test_g3_history_filtered_by_agent_id,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase4g_live_cost_api_client.py::test_g3_history_ordered_newest_first,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase4g_live_cost_api_client.py::test_g3_run_writes_to_run_history_table,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase5_a1_trace_double_count.py::test_a1_error_path_has_exactly_2_trace_events_no_double_count,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase5_a1_trace_double_count.py::test_a1_success_path_has_exactly_3_trace_events_no_double_count,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase5_a3_usage_run_history_cost.py::test_a3_usage_summary_includes_run_history_cost,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase5_a3_usage_run_history_cost.py::test_a3_usage_summary_returns_daily_breakdown,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase5_a6_run_history_days_filter.py::test_a6_runs_history_days_default_is_zero,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase5_a6_run_history_days_filter.py::test_a6_runs_history_days_filter,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase5_b1_gap_13_02_hub_has_24_agents.py::test_gap_13_02_agents_are_metadata_only,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase5_b1_gap_13_02_hub_has_24_agents.py::test_hub_has_at_least_24_agents,FAILED,PASSED,FAILED_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase5_b1_gap_13_02_hub_has_24_agents.py::test_hub_includes_10_gap_13_02_agents,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase5_b2_fixtures_quality.py::TestConflictFixture::test_fixture_11_has_conflict,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase5_b2_fixtures_quality.py::TestConflictFixture::test_fixture_11_known_facts_include_admission_and_discharge,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase5_b2_fixtures_quality.py::TestDepartmentCoverage::test_department_diversity,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase5_b2_fixtures_quality.py::TestDepartmentCoverage::test_no_empty_department,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase5_b2_fixtures_quality.py::TestFixturesPresent::test_all_12_fixtures_present,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase5_b2_fixtures_quality.py::TestFixturesPresent::test_fixtures_directory_exists,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase5_b2_fixtures_quality.py::TestGoldCodesFormat::test_gold_codes_format[01_orthopedics],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase5_b2_fixtures_quality.py::TestGoldCodesFormat::test_gold_codes_format[02_cardiology],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase5_b2_fixtures_quality.py::TestGoldCodesFormat::test_gold_codes_format[03_respiratory],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase5_b2_fixtures_quality.py::TestGoldCodesFormat::test_gold_codes_format[04_gastroenterology],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase5_b2_fixtures_quality.py::TestGoldCodesFormat::test_gold_codes_format[05_oncology],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase5_b2_fixtures_quality.py::TestGoldCodesFormat::test_gold_codes_format[06_obstetrics],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase5_b2_fixtures_quality.py::TestGoldCodesFormat::test_gold_codes_format[07_pediatrics],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase5_b2_fixtures_quality.py::TestGoldCodesFormat::test_gold_codes_format[08_general_surgery],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase5_b2_fixtures_quality.py::TestGoldCodesFormat::test_gold_codes_format[09_complex_comorbidity],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase5_b2_fixtures_quality.py::TestGoldCodesFormat::test_gold_codes_format[10_negation_and_history],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase5_b2_fixtures_quality.py::TestGoldCodesFormat::test_gold_codes_format[11_conflicting_documentation],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase5_b2_fixtures_quality.py::TestGoldCodesFormat::test_gold_codes_format[12_incomplete_documentation],PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase5_b2_fixtures_quality.py::TestIncompleteFixture::test_fixture_12_missing_info_count,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
tests/test_api/test_phase5_b2_fixtures_quality.py::TestIncompleteFixture::test_fixture_12_no_gold_codes,PASSED,PASSED,PASS_TO_PASS,FIXED_BY_A1B_AE_R
